tokenID,name,description,file_name,attributes[Sill],attributes[Socket],attributes[Flask],attributes[Serum],attributes[Melt],attributes[Coil],attributes[Lid]
8862,Lamp #8862,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8862.gif,Wood Sill,Cube Socket,Teardrop Flask,Amber Serum,White Melt,Orange Coil,Chrome Lid
8863,Lamp #8863,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8863.gif,Formica Sill,Rocket Socket,Cylinder Flask,Green Serum,Gold Melt,Orange Coil,Painted Lid
8864,Lamp #8864,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8864.gif,Night Sill,Cube Socket,Teardrop Flask,Clear Serum,White Melt,Orange Coil,Chrome Lid
8865,Lamp #8865,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8865.gif,Wood Sill,Chrome Socket,Cylinder Flask,Violet Serum,Magenta Melt,White-Hot Coil,No Lid
8866,Lamp #8866,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8866.gif,Tile Sill,Chrome Socket,Taper Flask,Amber Serum,Gold Melt,Orange Coil,No Lid
8867,Lamp #8867,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8867.gif,Wood Sill,Mushroom Socket,Bulb Flask,Violet Serum,Gold Melt,Orange Coil,No Lid
8868,Lamp #8868,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8868.gif,Velvet Sill,Chrome Socket,Teardrop Flask,Cyan Serum,White Melt,White-Hot Coil,Chrome Lid
8869,Lamp #8869,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8869.gif,Wood Sill,Chrome Socket,Taper Flask,Green Serum,White Melt,Dim Coil,No Lid
8870,Lamp #8870,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8870.gif,Night Sill,Chrome Socket,Taper Flask,Green Serum,Crimson Melt,Orange Coil,Gold Lid
8871,Lamp #8871,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8871.gif,Formica Sill,Saucer Socket,Cylinder Flask,Amber Serum,Magenta Melt,Orange Coil,No Lid
8872,Lamp #8872,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8872.gif,Formica Sill,Walnut Socket,Cylinder Flask,Violet Serum,Crimson Melt,White-Hot Coil,No Lid
8873,Lamp #8873,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8873.gif,Tile Sill,Cone Socket,Taper Flask,Clear Serum,White Melt,Orange Coil,Gold Lid
8874,Lamp #8874,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8874.gif,Formica Sill,Rocket Socket,Bulb Flask,Amber Serum,Crimson Melt,Orange Coil,No Lid
8875,Lamp #8875,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8875.gif,Wood Sill,Saucer Socket,Taper Flask,Violet Serum,Crimson Melt,White-Hot Coil,Painted Lid
8876,Lamp #8876,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8876.gif,Night Sill,Cone Socket,Taper Flask,Clear Serum,White Melt,Orange Coil,Gold Lid
8877,Lamp #8877,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8877.gif,Tile Sill,Walnut Socket,Teardrop Flask,Violet Serum,Gold Melt,Orange Coil,No Lid
8878,Lamp #8878,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8878.gif,Tile Sill,Ceramic Socket,Taper Flask,Amber Serum,White Melt,White-Hot Coil,Gold Lid
8879,Lamp #8879,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8879.gif,Formica Sill,Saucer Socket,Teardrop Flask,Amber Serum,Crimson Melt,White-Hot Coil,Chrome Lid
8880,Lamp #8880,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8880.gif,Night Sill,Rocket Socket,Taper Flask,Clear Serum,Gold Melt,Orange Coil,Gold Lid
8881,Lamp #8881,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8881.gif,Night Sill,Cone Socket,Cylinder Flask,Amber Serum,Gold Melt,Dim Coil,Chrome Lid
8882,Lamp #8882,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8882.gif,Formica Sill,Cone Socket,Cylinder Flask,Green Serum,Magenta Melt,Orange Coil,Painted Lid
8883,Lamp #8883,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8883.gif,Velvet Sill,Walnut Socket,Taper Flask,Amber Serum,Crimson Melt,Dim Coil,Chrome Lid
8884,Lamp #8884,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8884.gif,Night Sill,Walnut Socket,Cylinder Flask,Violet Serum,Magenta Melt,White-Hot Coil,No Lid
8885,Lamp #8885,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8885.gif,Wood Sill,Ceramic Socket,Cylinder Flask,Violet Serum,Black Melt,Dim Coil,No Lid
8886,Lamp #8886,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8886.gif,Night Sill,Ceramic Socket,Taper Flask,Amber Serum,Magenta Melt,Dim Coil,Gold Lid
8887,Lamp #8887,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8887.gif,Tile Sill,Saucer Socket,Cylinder Flask,Violet Serum,Gold Melt,White-Hot Coil,Gold Lid
8888,Lamp #8888,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8888.gif,Tile Sill,Cube Socket,Taper Flask,Violet Serum,Gold Melt,Orange Coil,Chrome Lid
8889,Lamp #8889,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8889.gif,Night Sill,Walnut Socket,Teardrop Flask,Cyan Serum,White Melt,Orange Coil,Chrome Lid
8890,Lamp #8890,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8890.gif,Formica Sill,Ceramic Socket,Bulb Flask,Cyan Serum,Gold Melt,Dim Coil,No Lid
8891,Lamp #8891,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8891.gif,Tile Sill,Ceramic Socket,Taper Flask,Violet Serum,Gold Melt,Dim Coil,Chrome Lid
8892,Lamp #8892,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8892.gif,Night Sill,Ceramic Socket,Cylinder Flask,Amber Serum,White Melt,White-Hot Coil,Painted Lid
8893,Lamp #8893,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8893.gif,Velvet Sill,Chrome Socket,Bulb Flask,Amber Serum,Gold Melt,Dim Coil,No Lid
8894,Lamp #8894,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8894.gif,Tile Sill,Rocket Socket,Teardrop Flask,Violet Serum,Magenta Melt,Dim Coil,Gold Lid
8895,Lamp #8895,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8895.gif,Night Sill,Ceramic Socket,Taper Flask,Amber Serum,Magenta Melt,Dim Coil,No Lid
8896,Lamp #8896,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8896.gif,Tile Sill,Saucer Socket,Cylinder Flask,Green Serum,Black Melt,White-Hot Coil,No Lid
8897,Lamp #8897,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8897.gif,Velvet Sill,Cone Socket,Bulb Flask,Amber Serum,Crimson Melt,Dim Coil,No Lid
8898,Lamp #8898,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8898.gif,Wood Sill,Ceramic Socket,Teardrop Flask,Cyan Serum,Black Melt,White-Hot Coil,Gold Lid
8899,Lamp #8899,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8899.gif,Tile Sill,Cone Socket,Taper Flask,Violet Serum,White Melt,Dim Coil,Painted Lid
8900,Lamp #8900,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8900.gif,Night Sill,Cube Socket,Cylinder Flask,Violet Serum,Crimson Melt,White-Hot Coil,Painted Lid
8901,Lamp #8901,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8901.gif,Wood Sill,Rocket Socket,Teardrop Flask,Clear Serum,Gold Melt,White-Hot Coil,No Lid
8902,Lamp #8902,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8902.gif,Tile Sill,Cube Socket,Cylinder Flask,Clear Serum,Crimson Melt,Dim Coil,No Lid
8903,Lamp #8903,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8903.gif,Night Sill,Cube Socket,Cylinder Flask,Cyan Serum,Crimson Melt,Dim Coil,No Lid
8904,Lamp #8904,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8904.gif,Velvet Sill,Cube Socket,Bulb Flask,Violet Serum,Crimson Melt,Dim Coil,No Lid
8905,Lamp #8905,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8905.gif,Velvet Sill,Rocket Socket,Cylinder Flask,Violet Serum,Gold Melt,Dim Coil,Painted Lid
8906,Lamp #8906,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8906.gif,Formica Sill,Ceramic Socket,Teardrop Flask,Cyan Serum,Gold Melt,Dim Coil,Chrome Lid
8907,Lamp #8907,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8907.gif,Formica Sill,Cone Socket,Taper Flask,Green Serum,Magenta Melt,Dim Coil,No Lid
8908,Lamp #8908,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8908.gif,Wood Sill,Cone Socket,Teardrop Flask,Green Serum,Black Melt,White-Hot Coil,Gold Lid
8909,Lamp #8909,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8909.gif,Night Sill,Walnut Socket,Teardrop Flask,Cyan Serum,Crimson Melt,Dim Coil,No Lid
8910,Lamp #8910,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8910.gif,Tile Sill,Cone Socket,Bulb Flask,Clear Serum,White Melt,Orange Coil,No Lid
8911,Lamp #8911,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8911.gif,Tile Sill,Ceramic Socket,Teardrop Flask,Violet Serum,Crimson Melt,Dim Coil,Painted Lid
8912,Lamp #8912,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8912.gif,Night Sill,Rocket Socket,Taper Flask,Cyan Serum,White Melt,Dim Coil,Painted Lid
8913,Lamp #8913,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8913.gif,Night Sill,Rocket Socket,Taper Flask,Violet Serum,Black Melt,Dim Coil,Painted Lid
8914,Lamp #8914,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8914.gif,Wood Sill,Walnut Socket,Teardrop Flask,Amber Serum,Black Melt,White-Hot Coil,Painted Lid
8915,Lamp #8915,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8915.gif,Velvet Sill,Rocket Socket,Bulb Flask,Violet Serum,White Melt,Orange Coil,Chrome Lid
8916,Lamp #8916,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8916.gif,Wood Sill,Mushroom Socket,Bulb Flask,Violet Serum,Crimson Melt,White-Hot Coil,Painted Lid
8917,Lamp #8917,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8917.gif,Night Sill,Cone Socket,Teardrop Flask,Green Serum,Magenta Melt,White-Hot Coil,Gold Lid
8918,Lamp #8918,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8918.gif,Tile Sill,Ceramic Socket,Cylinder Flask,Violet Serum,Magenta Melt,Dim Coil,Chrome Lid
8919,Lamp #8919,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8919.gif,Wood Sill,Ceramic Socket,Cylinder Flask,Clear Serum,Gold Melt,Orange Coil,Painted Lid
8920,Lamp #8920,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8920.gif,Formica Sill,Chrome Socket,Cylinder Flask,Green Serum,Black Melt,White-Hot Coil,No Lid
8921,Lamp #8921,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8921.gif,Tile Sill,Saucer Socket,Taper Flask,Amber Serum,Black Melt,White-Hot Coil,Chrome Lid
8922,Lamp #8922,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8922.gif,Wood Sill,Walnut Socket,Teardrop Flask,Amber Serum,White Melt,Dim Coil,No Lid
8923,Lamp #8923,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8923.gif,Tile Sill,Cube Socket,Taper Flask,Clear Serum,White Melt,White-Hot Coil,Gold Lid
8924,Lamp #8924,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8924.gif,Formica Sill,Cube Socket,Cylinder Flask,Cyan Serum,Gold Melt,Orange Coil,Painted Lid
8925,Lamp #8925,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8925.gif,Formica Sill,Mushroom Socket,Teardrop Flask,Violet Serum,Magenta Melt,Dim Coil,Chrome Lid
8926,Lamp #8926,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8926.gif,Formica Sill,Walnut Socket,Taper Flask,Clear Serum,Black Melt,Orange Coil,No Lid
8927,Lamp #8927,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8927.gif,Wood Sill,Walnut Socket,Taper Flask,Amber Serum,Gold Melt,White-Hot Coil,No Lid
8928,Lamp #8928,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8928.gif,Wood Sill,Rocket Socket,Teardrop Flask,Cyan Serum,Black Melt,Dim Coil,Gold Lid
8929,Lamp #8929,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8929.gif,Tile Sill,Chrome Socket,Cylinder Flask,Amber Serum,Crimson Melt,Dim Coil,Gold Lid
8930,Lamp #8930,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8930.gif,Wood Sill,Rocket Socket,Teardrop Flask,Cyan Serum,White Melt,White-Hot Coil,No Lid
8931,Lamp #8931,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8931.gif,Wood Sill,Mushroom Socket,Cylinder Flask,Clear Serum,Gold Melt,Dim Coil,Chrome Lid
8932,Lamp #8932,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8932.gif,Wood Sill,Mushroom Socket,Taper Flask,Violet Serum,White Melt,Dim Coil,Painted Lid
8933,Lamp #8933,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8933.gif,Wood Sill,Mushroom Socket,Cylinder Flask,Cyan Serum,Gold Melt,Orange Coil,Chrome Lid
8934,Lamp #8934,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8934.gif,Velvet Sill,Cube Socket,Teardrop Flask,Violet Serum,Crimson Melt,Orange Coil,No Lid
8935,Lamp #8935,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8935.gif,Wood Sill,Chrome Socket,Teardrop Flask,Clear Serum,Gold Melt,White-Hot Coil,Painted Lid
8936,Lamp #8936,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8936.gif,Formica Sill,Cube Socket,Teardrop Flask,Clear Serum,Magenta Melt,White-Hot Coil,Painted Lid
8937,Lamp #8937,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8937.gif,Tile Sill,Saucer Socket,Taper Flask,Violet Serum,White Melt,Dim Coil,Painted Lid
8938,Lamp #8938,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8938.gif,Night Sill,Rocket Socket,Cylinder Flask,Cyan Serum,Black Melt,White-Hot Coil,Gold Lid
8939,Lamp #8939,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8939.gif,Wood Sill,Ceramic Socket,Cylinder Flask,Green Serum,Magenta Melt,Orange Coil,Painted Lid
8940,Lamp #8940,A looping lava lamp from Cera. Paraffin in a glass flask on a nightstand. The wax is the loop. Minted for $0.25 on Robinhood Chain.,8940.gif,Velvet Sill,Walnut Socket,Cylinder Flask,Clear Serum,Gold Melt,White-Hot Coil,Chrome Lid
