tokenID,name,description,file_name,attributes[Night],attributes[Sheet],attributes[Mug],attributes[Hat],attributes[Wrap],attributes[Charm]
4377,Shook'um #4377,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4377.gif,Pumpkin,Classic,Normal,Pumpkin,Bowtie,Bat
4378,Shook'um #4378,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4378.gif,Candy,Classic,Normal,Halo,None,Candy
4379,Shook'um #4379,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4379.gif,Midnight,Classic,Normal,Bow,Pearls,Broom
4380,Shook'um #4380,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4380.gif,Fog,Classic,Sleepy,Crown,Scarf,None
4381,Shook'um #4381,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4381.gif,Candy,Blush,Normal,Wizard,Bowtie,Pumpkin
4382,Shook'um #4382,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4382.gif,Midnight,Void,Angry,Cat Ears,Bowtie,Potion
4383,Shook'um #4383,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4383.gif,Pumpkin,Classic,Heart,Halo,Chain,Bat
4384,Shook'um #4384,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4384.gif,Midnight,Void,Spooked,Flower,Collar,Bat
4385,Shook'um #4385,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4385.gif,Fog,Blush,Starry,Witch,Chain,None
4386,Shook'um #4386,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4386.gif,Parchment,Classic,Spooked,Bow,None,Candy
4387,Shook'um #4387,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4387.gif,Midnight,Void,Wink,None,Collar,Pumpkin
4388,Shook'um #4388,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4388.gif,Dusk,Classic,Sleepy,None,Chain,Broom
4389,Shook'um #4389,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4389.gif,Candy,Classic,Normal,Pumpkin,Chain,Bat
4390,Shook'um #4390,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4390.gif,Void,Blush,Normal,Bow,None,Bat
4391,Shook'um #4391,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4391.gif,Parchment,Classic,Spooked,Halo,Bowtie,Candy
4392,Shook'um #4392,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4392.gif,Graveyard,Void,Normal,None,Chain,Moon
4393,Shook'um #4393,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4393.gif,Candy,Void,Starry,Cat Ears,Scarf,Bat
4394,Shook'um #4394,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4394.gif,Blush,Classic,Normal,Cat Ears,None,Moon
4395,Shook'um #4395,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4395.gif,Midnight,Classic,Normal,Wizard,Scarf,Candy
4396,Shook'um #4396,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4396.gif,Parchment,Classic,Wink,None,Pearls,Potion
4397,Shook'um #4397,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4397.gif,Parchment,Blush,Sleepy,Bow,Bowtie,None
4398,Shook'um #4398,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4398.gif,Void,Classic,Wink,Witch,Bowtie,None
4399,Shook'um #4399,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4399.gif,Graveyard,Blush,Normal,Party,None,Candy
4400,Shook'um #4400,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4400.gif,Pumpkin,Blush,Normal,Witch,Pearls,None
4401,Shook'um #4401,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4401.gif,Pumpkin,Void,Normal,Cat Ears,Chain,None
4402,Shook'um #4402,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4402.gif,Dusk,Classic,Spooked,Flower,Scarf,Bat
4403,Shook'um #4403,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4403.gif,Dusk,Classic,Spooked,Witch,Scarf,Pumpkin
4404,Shook'um #4404,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4404.gif,Void,Classic,Normal,None,Chain,Moon
4405,Shook'um #4405,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4405.gif,Parchment,Void,Angry,Crown,None,Pumpkin
4406,Shook'um #4406,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4406.gif,Dusk,Classic,Sparkly,Bow,Cape,Bat
4407,Shook'um #4407,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4407.gif,Graveyard,Void,Normal,Halo,None,Candy
4408,Shook'um #4408,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4408.gif,Pumpkin,Blush,Wink,None,Collar,Pumpkin
4409,Shook'um #4409,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4409.gif,Fog,Classic,Sleepy,Party,Scarf,Broom
4410,Shook'um #4410,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4410.gif,Parchment,Classic,Blep,Halo,None,None
4411,Shook'um #4411,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4411.gif,Blush,Void,Normal,None,Chain,None
4412,Shook'um #4412,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4412.gif,Blush,Classic,Wink,None,Scarf,Pumpkin
4413,Shook'um #4413,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4413.gif,Pumpkin,Classic,Sleepy,Witch,None,Broom
4414,Shook'um #4414,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4414.gif,Blood Moon,Classic,Sleepy,Witch,None,Candy Corn
4415,Shook'um #4415,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4415.gif,Blush,Classic,Sad,Party,Chain,Moon
4416,Shook'um #4416,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4416.gif,Parchment,Classic,Angry,Cat Ears,Pearls,Potion
4417,Shook'um #4417,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4417.gif,Parchment,Blush,Spooked,Witch,None,Broom
4418,Shook'um #4418,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4418.gif,Graveyard,Void,Normal,Bow,None,None
4419,Shook'um #4419,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4419.gif,Dusk,Void,Angry,Flower,Pearls,Pumpkin
4420,Shook'um #4420,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4420.gif,Graveyard,Blush,Sleepy,Flower,None,Potion
4421,Shook'um #4421,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4421.gif,Candy,Classic,Normal,Cat Ears,Bowtie,Bat
4422,Shook'um #4422,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4422.gif,Candy,Void,Spooked,Cat Ears,Scarf,Pumpkin
4423,Shook'um #4423,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4423.gif,Blush,Blush,Blep,Wizard,Bowtie,Broom
4424,Shook'um #4424,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4424.gif,Parchment,Blush,Wink,None,Chain,Potion
4425,Shook'um #4425,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4425.gif,Fog,Blush,Sparkly,Witch,None,Pumpkin
4426,Shook'um #4426,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4426.gif,Parchment,Classic,Spooked,Witch,None,Broom
4427,Shook'um #4427,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4427.gif,Pumpkin,Classic,Normal,Flower,None,None
4428,Shook'um #4428,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4428.gif,Void,Classic,Heart,Cat Ears,Pearls,Pumpkin
4429,Shook'um #4429,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4429.gif,Parchment,Classic,Spooked,Party,Bowtie,Pumpkin
4430,Shook'um #4430,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4430.gif,Blush,Blush,Blep,Cat Ears,None,None
4431,Shook'um #4431,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4431.gif,Blush,Classic,Normal,Bow,None,Broom
4432,Shook'um #4432,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4432.gif,Parchment,Blush,Normal,Cat Ears,Pearls,None
4433,Shook'um #4433,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4433.gif,Blood Moon,Classic,Spooked,Flower,Pearls,Candy Corn
4434,Shook'um #4434,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4434.gif,Blush,Blush,Wink,Halo,Pearls,Broom
4435,Shook'um #4435,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4435.gif,Dusk,Classic,Blep,Cat Ears,None,Pumpkin
4436,Shook'um #4436,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4436.gif,Void,Classic,Spooked,Wizard,Scarf,Candy Corn
4437,Shook'um #4437,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4437.gif,Parchment,Void,Normal,Witch,Bowtie,Bat
4438,Shook'um #4438,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4438.gif,Dusk,Blush,Sleepy,Party,Chain,None
4439,Shook'um #4439,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4439.gif,Void,Blush,Spooked,Pumpkin,Bowtie,Candy Corn
4440,Shook'um #4440,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4440.gif,Parchment,Classic,Starry,Bow,None,Pumpkin
4441,Shook'um #4441,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4441.gif,Midnight,Classic,Starry,Flower,Collar,None
4442,Shook'um #4442,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4442.gif,Void,Classic,Normal,None,Pearls,Bat
4443,Shook'um #4443,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4443.gif,Blush,Blush,Normal,None,Pearls,None
4444,Shook'um #4444,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4444.gif,Fog,Classic,Spooked,Witch,None,Moon
4445,Shook'um #4445,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4445.gif,Parchment,Blush,Blep,Halo,Chain,Potion
4446,Shook'um #4446,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4446.gif,Graveyard,Void,Normal,None,Cape,None
4447,Shook'um #4447,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4447.gif,Blood Moon,Classic,Blep,Halo,None,None
4448,Shook'um #4448,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4448.gif,Pumpkin,Blush,Sparkly,Witch,Scarf,Broom
4449,Shook'um #4449,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4449.gif,Midnight,Classic,Angry,None,Collar,Potion
4450,Shook'um #4450,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4450.gif,Graveyard,Blush,Wink,Bow,None,None
4451,Shook'um #4451,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4451.gif,Blood Moon,Blush,Wink,Wizard,Scarf,None
4452,Shook'um #4452,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4452.gif,Fog,Blush,Wink,Witch,Chain,Potion
4453,Shook'um #4453,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4453.gif,Blush,Classic,Blep,Crown,Collar,Pumpkin
4454,Shook'um #4454,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4454.gif,Graveyard,Classic,Normal,Pumpkin,Chain,None
4455,Shook'um #4455,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4455.gif,Fog,Classic,Heart,Cat Ears,Cape,Bat
4456,Shook'um #4456,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4456.gif,Parchment,Classic,Sparkly,Cat Ears,Pearls,None
4457,Shook'um #4457,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4457.gif,Graveyard,Classic,Spooked,None,None,Pumpkin
4458,Shook'um #4458,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4458.gif,Midnight,Classic,Sparkly,None,None,Candy
4459,Shook'um #4459,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4459.gif,Blood Moon,Blush,Angry,Pumpkin,Cape,Moon
4460,Shook'um #4460,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4460.gif,Graveyard,Void,Sleepy,Crown,None,Pumpkin
4461,Shook'um #4461,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4461.gif,Fog,Void,Wink,Cat Ears,Bowtie,Broom
4462,Shook'um #4462,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4462.gif,Midnight,Classic,Spooked,Pumpkin,Collar,Potion
4463,Shook'um #4463,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4463.gif,Blood Moon,Classic,Spooked,None,None,None
4464,Shook'um #4464,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4464.gif,Midnight,Classic,Blep,Witch,Scarf,None
4465,Shook'um #4465,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4465.gif,Pumpkin,Classic,Sleepy,Bow,Pearls,None
4466,Shook'um #4466,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4466.gif,Dusk,Classic,Spooked,Wizard,Pearls,None
4467,Shook'um #4467,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4467.gif,Dusk,Blush,Spooked,Halo,None,None
4468,Shook'um #4468,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4468.gif,Fog,Classic,Sleepy,Pumpkin,Pearls,Potion
4469,Shook'um #4469,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4469.gif,Pumpkin,Classic,Sparkly,None,Chain,None
4470,Shook'um #4470,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4470.gif,Blush,Classic,Sad,Bow,Pearls,Potion
4471,Shook'um #4471,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4471.gif,Candy,Classic,Starry,None,None,None
4472,Shook'um #4472,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4472.gif,Candy,Blush,Angry,Crown,Chain,Candy Corn
4473,Shook'um #4473,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4473.gif,Candy,Blush,Angry,None,Cape,Bat
4474,Shook'um #4474,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4474.gif,Pumpkin,Classic,Sleepy,Witch,Chain,Broom
4475,Shook'um #4475,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4475.gif,Blood Moon,Classic,Normal,Halo,Bowtie,Potion
4476,Shook'um #4476,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4476.gif,Candy,Classic,Normal,None,Pearls,Bat
4477,Shook'um #4477,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4477.gif,Blush,Classic,Blep,Bow,Chain,None
4478,Shook'um #4478,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4478.gif,Candy,Classic,Angry,None,Chain,None
4479,Shook'um #4479,A looping sheet ghost from Halloween Shook'ums. Three bodies. One skeleton. One clock. Minted on Abstract.,4479.gif,Void,Classic,Spooked,None,Scarf,None
