tokenID,name,description,file_name,attributes[Venue],attributes[Note],attributes[Expression],attributes[Topper],attributes[Cable],attributes[Riff]
7700,Groovy #7700,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7700.gif,Blacklight,Whole,Wink,Halo,Mic,Stars
7701,Groovy #7701,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7701.gif,Disco Floor,Beamed,Wink,None,Mic,Vinyl
7702,Groovy #7702,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7702.gif,Chrome Wash,Beamed,Wink,Beanie,Mic,Treble
7703,Groovy #7703,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7703.gif,Lava Lamp,Eighth,Shout,Shades,Mic,Vinyl
7704,Groovy #7704,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7704.gif,Disco Floor,Quarter,Starry,Halo,Mic,Stars
7705,Groovy #7705,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7705.gif,Blacklight,Beamed,Starry,None,Gold Chain,Treble
7706,Groovy #7706,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7706.gif,Lava Lamp,Eighth,Starry,Shades,Gold Chain,Bolt
7707,Groovy #7707,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7707.gif,Blacklight,Whole,Starry,Beanie,Mic,Stars
7708,Groovy #7708,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7708.gif,Velvet Night,Eighth,Groove,Shades,Gold Chain,Bolt
7709,Groovy #7709,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7709.gif,Disco Floor,Quarter,Starry,Shades,Mic,Bolt
7710,Groovy #7710,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7710.gif,Disco Floor,Whole,Starry,Afro,Mic,Stars
7711,Groovy #7711,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7711.gif,Disco Floor,Whole,Cool,Afro,Gold Chain,None
7712,Groovy #7712,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7712.gif,Sunset Strip,Whole,Starry,None,Mic,Stars
7713,Groovy #7713,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7713.gif,Velvet Night,Eighth,Starry,Afro,Cans,None
7714,Groovy #7714,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7714.gif,Blacklight,Quarter,Starry,Shades,Mic,Vinyl
7715,Groovy #7715,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7715.gif,Lava Lamp,Eighth,Shout,Shades,Gold Chain,Stars
7716,Groovy #7716,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7716.gif,Lava Lamp,Beamed,Wink,Afro,Mic,Stars
7717,Groovy #7717,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7717.gif,Blacklight,Whole,Cool,Halo,Cans,Vinyl
7718,Groovy #7718,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7718.gif,Chrome Wash,Whole,Wink,None,Gold Chain,Bolt
7719,Groovy #7719,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7719.gif,Lava Lamp,Whole,Starry,Afro,Mic,None
7720,Groovy #7720,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7720.gif,Disco Floor,Eighth,Groove,Halo,Gold Chain,Stars
7721,Groovy #7721,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7721.gif,Sunset Strip,Quarter,Groove,Afro,Mic,Vinyl
7722,Groovy #7722,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7722.gif,Lava Lamp,Quarter,Wink,Halo,Gold Chain,Stars
7723,Groovy #7723,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7723.gif,Blacklight,Quarter,Shout,Beanie,None,Bolt
7724,Groovy #7724,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7724.gif,Blacklight,Quarter,Cool,Shades,Gold Chain,Vinyl
7725,Groovy #7725,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7725.gif,Blacklight,Quarter,Starry,Afro,Cans,Vinyl
7726,Groovy #7726,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7726.gif,Chrome Wash,Whole,Wink,Shades,Mic,Bolt
7727,Groovy #7727,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7727.gif,Velvet Night,Beamed,Shout,Shades,None,Bolt
7728,Groovy #7728,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7728.gif,Velvet Night,Whole,Groove,Afro,Cans,None
7729,Groovy #7729,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7729.gif,Blacklight,Eighth,Shout,Halo,Mic,Bolt
7730,Groovy #7730,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7730.gif,Lava Lamp,Eighth,Wink,None,Mic,Stars
7731,Groovy #7731,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7731.gif,Disco Floor,Eighth,Wink,None,None,Vinyl
7732,Groovy #7732,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7732.gif,Velvet Night,Quarter,Starry,Afro,Gold Chain,Treble
7733,Groovy #7733,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7733.gif,Lava Lamp,Eighth,Shout,None,Mic,None
7734,Groovy #7734,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7734.gif,Blacklight,Beamed,Cool,None,Mic,None
7735,Groovy #7735,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7735.gif,Blacklight,Quarter,Starry,Afro,Mic,Stars
7736,Groovy #7736,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7736.gif,Blacklight,Whole,Starry,Afro,None,Bolt
7737,Groovy #7737,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7737.gif,Velvet Night,Beamed,Starry,Shades,Gold Chain,Vinyl
7738,Groovy #7738,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7738.gif,Chrome Wash,Eighth,Starry,Afro,Mic,Vinyl
7739,Groovy #7739,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7739.gif,Chrome Wash,Beamed,Cool,Beanie,None,Treble
7740,Groovy #7740,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7740.gif,Lava Lamp,Quarter,Starry,Beanie,Mic,Treble
7741,Groovy #7741,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7741.gif,Sunset Strip,Whole,Cool,Shades,None,Treble
7742,Groovy #7742,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7742.gif,Chrome Wash,Quarter,Shout,Halo,Gold Chain,Bolt
7743,Groovy #7743,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7743.gif,Chrome Wash,Eighth,Groove,Halo,Gold Chain,Vinyl
7744,Groovy #7744,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7744.gif,Blacklight,Quarter,Shout,Beanie,Cans,Vinyl
7745,Groovy #7745,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7745.gif,Chrome Wash,Quarter,Wink,Afro,None,Vinyl
7746,Groovy #7746,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7746.gif,Blacklight,Quarter,Groove,Halo,Cans,Bolt
7747,Groovy #7747,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7747.gif,Disco Floor,Beamed,Groove,None,None,Treble
7748,Groovy #7748,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7748.gif,Velvet Night,Eighth,Wink,Halo,None,None
7749,Groovy #7749,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7749.gif,Lava Lamp,Quarter,Wink,Afro,None,Bolt
7750,Groovy #7750,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7750.gif,Blacklight,Whole,Starry,Beanie,Gold Chain,Stars
7751,Groovy #7751,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7751.gif,Disco Floor,Whole,Cool,Beanie,None,Stars
7752,Groovy #7752,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7752.gif,Sunset Strip,Beamed,Starry,Shades,Mic,None
7753,Groovy #7753,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7753.gif,Sunset Strip,Whole,Wink,Shades,Gold Chain,Bolt
7754,Groovy #7754,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7754.gif,Blacklight,Eighth,Shout,Beanie,None,Vinyl
7755,Groovy #7755,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7755.gif,Velvet Night,Whole,Cool,Beanie,Cans,Vinyl
7756,Groovy #7756,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7756.gif,Disco Floor,Whole,Cool,Beanie,Cans,Vinyl
7757,Groovy #7757,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7757.gif,Blacklight,Beamed,Shout,Shades,Gold Chain,Vinyl
7758,Groovy #7758,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7758.gif,Disco Floor,Whole,Groove,Afro,Cans,Bolt
7759,Groovy #7759,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7759.gif,Velvet Night,Whole,Starry,None,Mic,Vinyl
7760,Groovy #7760,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7760.gif,Chrome Wash,Eighth,Groove,None,Mic,Bolt
7761,Groovy #7761,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7761.gif,Velvet Night,Quarter,Groove,None,None,Bolt
7762,Groovy #7762,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7762.gif,Chrome Wash,Whole,Cool,Afro,Cans,None
7763,Groovy #7763,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7763.gif,Lava Lamp,Whole,Wink,Shades,Cans,Treble
7764,Groovy #7764,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7764.gif,Blacklight,Quarter,Cool,Halo,Cans,Stars
7765,Groovy #7765,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7765.gif,Velvet Night,Beamed,Wink,Shades,Cans,None
7766,Groovy #7766,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7766.gif,Blacklight,Eighth,Wink,None,Mic,Bolt
7767,Groovy #7767,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7767.gif,Disco Floor,Beamed,Cool,Afro,Gold Chain,Stars
7768,Groovy #7768,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7768.gif,Chrome Wash,Quarter,Cool,Afro,None,Treble
7769,Groovy #7769,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7769.gif,Chrome Wash,Eighth,Groove,Halo,Mic,None
7770,Groovy #7770,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7770.gif,Velvet Night,Whole,Groove,Shades,Gold Chain,Treble
7771,Groovy #7771,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7771.gif,Disco Floor,Whole,Cool,Shades,Mic,Bolt
7772,Groovy #7772,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7772.gif,Blacklight,Eighth,Starry,Afro,Mic,None
7773,Groovy #7773,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7773.gif,Blacklight,Beamed,Groove,Afro,Gold Chain,None
7774,Groovy #7774,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7774.gif,Lava Lamp,Quarter,Groove,Halo,Cans,None
7775,Groovy #7775,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7775.gif,Sunset Strip,Beamed,Cool,Halo,Cans,Treble
7776,Groovy #7776,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7776.gif,Sunset Strip,Beamed,Starry,Shades,None,Treble
7777,Groovy #7777,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7777.gif,Blacklight,Eighth,Cool,Halo,Cans,None
7778,Groovy #7778,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7778.gif,Velvet Night,Whole,Wink,Beanie,None,Stars
7779,Groovy #7779,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7779.gif,Sunset Strip,Eighth,Groove,Halo,Mic,Treble
7780,Groovy #7780,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7780.gif,Blacklight,Whole,Starry,Afro,None,Treble
7781,Groovy #7781,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7781.gif,Blacklight,Quarter,Shout,Shades,None,Bolt
7782,Groovy #7782,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7782.gif,Velvet Night,Whole,Wink,Shades,Mic,Vinyl
7783,Groovy #7783,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7783.gif,Blacklight,Whole,Wink,Afro,Mic,Stars
7784,Groovy #7784,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7784.gif,Sunset Strip,Whole,Cool,Shades,Gold Chain,Bolt
7785,Groovy #7785,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7785.gif,Velvet Night,Beamed,Cool,Beanie,Cans,Bolt
7786,Groovy #7786,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7786.gif,Velvet Night,Beamed,Cool,Halo,Cans,Treble
7787,Groovy #7787,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7787.gif,Disco Floor,Quarter,Groove,Shades,Gold Chain,Vinyl
7788,Groovy #7788,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7788.gif,Lava Lamp,Beamed,Cool,Halo,Mic,None
7789,Groovy #7789,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7789.gif,Blacklight,Eighth,Cool,None,Cans,Stars
7790,Groovy #7790,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7790.gif,Velvet Night,Whole,Starry,Halo,Mic,Vinyl
7791,Groovy #7791,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7791.gif,Sunset Strip,Quarter,Wink,Shades,None,Stars
7792,Groovy #7792,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7792.gif,Lava Lamp,Whole,Groove,Halo,Gold Chain,Stars
7793,Groovy #7793,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7793.gif,Blacklight,Whole,Groove,None,Gold Chain,None
7794,Groovy #7794,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7794.gif,Disco Floor,Whole,Shout,Halo,Gold Chain,Vinyl
7795,Groovy #7795,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7795.gif,Sunset Strip,Beamed,Starry,Beanie,Cans,Vinyl
7796,Groovy #7796,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7796.gif,Chrome Wash,Beamed,Starry,Shades,None,Vinyl
