tokenID,name,description,file_name,attributes[Pulp],attributes[Fleck],attributes[Fold],attributes[Score],attributes[Facet],attributes[Seal],attributes[Draft]
8376,Fold #8376,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8376.gif,Cream Washi,Gold Dust,Crane,Radial Score,Wing Wash,Hanko,Corner Lift
8377,Fold #8377,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8377.gif,Frost Washi,Plain Sheet,Boat,Crease Diagram,Wing Wash,No Seal,Loose Scrap
8378,Fold #8378,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8378.gif,Vermilion Washi,Speckle,Boat,Grid Score,Wing Wash,Tassel,Flutter
8379,Fold #8379,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8379.gif,Ink Washi,Cloud Wash,Frog,No Score,Bare Facet,No Seal,Still Air
8380,Fold #8380,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8380.gif,Vermilion Washi,Plain Sheet,Beetle,No Score,Tip Wash,No Seal,Still Air
8381,Fold #8381,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8381.gif,Cream Washi,Plain Sheet,Frog,Radial Score,Bare Facet,Mizuhiki Loop,Gust
8382,Fold #8382,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8382.gif,Gold Washi,Cloud Wash,Crane,Mountain Fold,Wing Wash,Twin Cord,Loose Scrap
8383,Fold #8383,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8383.gif,Vermilion Washi,Speckle,Fan,No Score,Body Wash,No Seal,Gust
8384,Fold #8384,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8384.gif,Cream Washi,Gold Dust,Frog,Valley Fold,Bare Facet,No Seal,Flutter
8385,Fold #8385,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8385.gif,Cream Washi,Plain Sheet,Boat,No Score,Wing Wash,No Seal,Corner Lift
8386,Fold #8386,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8386.gif,Ink Washi,Kozo Fiber,Crane,Valley Fold,Gore Wash,Tassel,Gust
8387,Fold #8387,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8387.gif,Frost Washi,Gold Dust,Boat,Crease Diagram,Tip Wash,Tassel,Loose Scrap
8388,Fold #8388,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8388.gif,Cream Washi,Kozo Fiber,Frog,Valley Fold,Band Wash,No Seal,Corner Lift
8389,Fold #8389,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8389.gif,Indigo Washi,Plain Sheet,Lotus,No Score,Body Wash,Twin Cord,Corner Lift
8390,Fold #8390,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8390.gif,Gold Washi,Gold Dust,Beetle,Mountain Fold,Bare Facet,Hanko,Loose Scrap
8391,Fold #8391,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8391.gif,Moss Washi,Plain Sheet,Lotus,Valley Fold,Gore Wash,Tassel,Flutter
8392,Fold #8392,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8392.gif,Peach Washi,Speckle,Beetle,Radial Score,Bare Facet,Mizuhiki Loop,Corner Lift
8393,Fold #8393,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8393.gif,Gold Washi,Plain Sheet,Frog,No Score,Wing Wash,Tassel,Flutter
8394,Fold #8394,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8394.gif,Cream Washi,Plain Sheet,Frog,Grid Score,Wing Wash,Mizuhiki Loop,Gust
8395,Fold #8395,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8395.gif,Cream Washi,Gold Dust,Beetle,Crease Diagram,Wing Wash,Twin Cord,Gust
8396,Fold #8396,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8396.gif,Indigo Washi,Speckle,Kite,Valley Fold,Band Wash,Mizuhiki Loop,Flutter
8397,Fold #8397,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8397.gif,Ink Washi,Plain Sheet,Crane,Mountain Fold,Bare Facet,No Seal,Still Air
8398,Fold #8398,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8398.gif,Vermilion Washi,Cloud Wash,Beetle,No Score,Bare Facet,Mizuhiki Loop,Corner Lift
8399,Fold #8399,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8399.gif,Cream Washi,Laid Stripe,Kite,Grid Score,Gore Wash,Hanko,Loose Scrap
8400,Fold #8400,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8400.gif,Moss Washi,Kozo Fiber,Beetle,No Score,Band Wash,Hanko,Flutter
8401,Fold #8401,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8401.gif,Cream Washi,Cloud Wash,Hare,No Score,Bare Facet,Mizuhiki Loop,Loose Scrap
8402,Fold #8402,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8402.gif,Peach Washi,Gold Dust,Beetle,No Score,Tip Wash,No Seal,Flutter
8403,Fold #8403,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8403.gif,Indigo Washi,Speckle,Hare,No Score,Wing Wash,Tassel,Corner Lift
8404,Fold #8404,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8404.gif,Gold Washi,Kozo Fiber,Lotus,Mountain Fold,Gore Wash,No Seal,Still Air
8405,Fold #8405,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8405.gif,Gold Washi,Plain Sheet,Beetle,Crease Diagram,Bare Facet,No Seal,Flutter
8406,Fold #8406,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8406.gif,Peach Washi,Laid Stripe,Beetle,Radial Score,Bare Facet,Mizuhiki Loop,Corner Lift
8407,Fold #8407,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8407.gif,Peach Washi,Plain Sheet,Frog,Grid Score,Bare Facet,Twin Cord,Corner Lift
8408,Fold #8408,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8408.gif,Cream Washi,Kozo Fiber,Frog,No Score,Tip Wash,Mizuhiki Loop,Flutter
8409,Fold #8409,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8409.gif,Frost Washi,Gold Dust,Hare,No Score,Body Wash,Tassel,Still Air
8410,Fold #8410,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8410.gif,Cream Washi,Speckle,Boat,No Score,Bare Facet,Hanko,Corner Lift
8411,Fold #8411,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8411.gif,Cream Washi,Cloud Wash,Crane,Mountain Fold,Gore Wash,Twin Cord,Still Air
8412,Fold #8412,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8412.gif,Indigo Washi,Kozo Fiber,Lotus,Grid Score,Bare Facet,Mizuhiki Loop,Gust
8413,Fold #8413,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8413.gif,Gold Washi,Kozo Fiber,Boat,Radial Score,Tip Wash,Twin Cord,Still Air
8414,Fold #8414,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8414.gif,Cream Washi,Plain Sheet,Beetle,No Score,Gore Wash,Tassel,Corner Lift
8415,Fold #8415,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8415.gif,Cream Washi,Plain Sheet,Boat,Mountain Fold,Tip Wash,Hanko,Still Air
8416,Fold #8416,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8416.gif,Cream Washi,Speckle,Crane,No Score,Bare Facet,No Seal,Loose Scrap
8417,Fold #8417,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8417.gif,Indigo Washi,Cloud Wash,Lotus,Mountain Fold,Wing Wash,Tassel,Flutter
8418,Fold #8418,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8418.gif,Indigo Washi,Gold Dust,Beetle,Radial Score,Wing Wash,Tassel,Gust
8419,Fold #8419,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8419.gif,Frost Washi,Cloud Wash,Frog,Valley Fold,Gore Wash,Hanko,Still Air
8420,Fold #8420,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8420.gif,Ink Washi,Laid Stripe,Boat,Crease Diagram,Gore Wash,Mizuhiki Loop,Corner Lift
8421,Fold #8421,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8421.gif,Indigo Washi,Kozo Fiber,Boat,Valley Fold,Wing Wash,No Seal,Still Air
8422,Fold #8422,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8422.gif,Ink Washi,Speckle,Boat,Radial Score,Band Wash,Tassel,Corner Lift
8423,Fold #8423,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8423.gif,Cream Washi,Gold Dust,Hare,Mountain Fold,Gore Wash,Mizuhiki Loop,Gust
8424,Fold #8424,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8424.gif,Indigo Washi,Cloud Wash,Fan,Valley Fold,Body Wash,Hanko,Gust
8425,Fold #8425,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8425.gif,Moss Washi,Speckle,Hare,Mountain Fold,Gore Wash,No Seal,Flutter
8426,Fold #8426,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8426.gif,Peach Washi,Speckle,Lotus,No Score,Bare Facet,Twin Cord,Flutter
8427,Fold #8427,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8427.gif,Vermilion Washi,Kozo Fiber,Beetle,Radial Score,Tip Wash,Tassel,Still Air
8428,Fold #8428,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8428.gif,Vermilion Washi,Gold Dust,Fan,Valley Fold,Wing Wash,Hanko,Flutter
8429,Fold #8429,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8429.gif,Indigo Washi,Speckle,Boat,Mountain Fold,Wing Wash,Mizuhiki Loop,Gust
8430,Fold #8430,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8430.gif,Ink Washi,Speckle,Frog,Valley Fold,Gore Wash,Tassel,Corner Lift
8431,Fold #8431,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8431.gif,Gold Washi,Speckle,Crane,No Score,Bare Facet,Mizuhiki Loop,Still Air
8432,Fold #8432,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8432.gif,Gold Washi,Plain Sheet,Beetle,Crease Diagram,Wing Wash,Hanko,Corner Lift
8433,Fold #8433,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8433.gif,Moss Washi,Speckle,Crane,Radial Score,Gore Wash,Tassel,Gust
8434,Fold #8434,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8434.gif,Vermilion Washi,Speckle,Beetle,No Score,Tip Wash,Tassel,Still Air
8435,Fold #8435,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8435.gif,Vermilion Washi,Speckle,Beetle,Radial Score,Tip Wash,Tassel,Flutter
8436,Fold #8436,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8436.gif,Indigo Washi,Laid Stripe,Frog,Radial Score,Tip Wash,Hanko,Flutter
8437,Fold #8437,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8437.gif,Ink Washi,Gold Dust,Frog,Crease Diagram,Band Wash,No Seal,Still Air
8438,Fold #8438,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8438.gif,Frost Washi,Cloud Wash,Crane,No Score,Gore Wash,No Seal,Corner Lift
8439,Fold #8439,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8439.gif,Vermilion Washi,Gold Dust,Beetle,Crease Diagram,Wing Wash,Hanko,Corner Lift
8440,Fold #8440,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8440.gif,Vermilion Washi,Laid Stripe,Frog,Mountain Fold,Body Wash,No Seal,Flutter
8441,Fold #8441,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8441.gif,Ink Washi,Speckle,Frog,Valley Fold,Tip Wash,Hanko,Loose Scrap
8442,Fold #8442,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8442.gif,Ink Washi,Plain Sheet,Kite,Grid Score,Bare Facet,Hanko,Corner Lift
8443,Fold #8443,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8443.gif,Cream Washi,Speckle,Crane,Radial Score,Tip Wash,Mizuhiki Loop,Corner Lift
8444,Fold #8444,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8444.gif,Vermilion Washi,Laid Stripe,Hare,Grid Score,Body Wash,Mizuhiki Loop,Loose Scrap
8445,Fold #8445,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8445.gif,Peach Washi,Laid Stripe,Frog,Radial Score,Tip Wash,Twin Cord,Flutter
8446,Fold #8446,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8446.gif,Peach Washi,Cloud Wash,Crane,Mountain Fold,Body Wash,Hanko,Corner Lift
8447,Fold #8447,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8447.gif,Peach Washi,Gold Dust,Boat,Radial Score,Band Wash,No Seal,Gust
8448,Fold #8448,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8448.gif,Vermilion Washi,Kozo Fiber,Crane,Valley Fold,Bare Facet,Twin Cord,Gust
8449,Fold #8449,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8449.gif,Frost Washi,Kozo Fiber,Kite,Radial Score,Wing Wash,No Seal,Still Air
8450,Fold #8450,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8450.gif,Cream Washi,Cloud Wash,Hare,Valley Fold,Bare Facet,Tassel,Still Air
8451,Fold #8451,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8451.gif,Cream Washi,Laid Stripe,Frog,Crease Diagram,Wing Wash,No Seal,Still Air
8452,Fold #8452,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8452.gif,Moss Washi,Gold Dust,Frog,Radial Score,Body Wash,Tassel,Still Air
8453,Fold #8453,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8453.gif,Vermilion Washi,Laid Stripe,Boat,Mountain Fold,Gore Wash,No Seal,Still Air
8454,Fold #8454,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8454.gif,Gold Washi,Laid Stripe,Hare,No Score,Gore Wash,Mizuhiki Loop,Corner Lift
8455,Fold #8455,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8455.gif,Cream Washi,Kozo Fiber,Fan,No Score,Body Wash,Mizuhiki Loop,Gust
8456,Fold #8456,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8456.gif,Gold Washi,Plain Sheet,Kite,No Score,Body Wash,Twin Cord,Loose Scrap
8457,Fold #8457,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8457.gif,Gold Washi,Gold Dust,Lotus,Valley Fold,Wing Wash,Twin Cord,Flutter
8458,Fold #8458,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8458.gif,Cream Washi,Laid Stripe,Beetle,Crease Diagram,Bare Facet,No Seal,Gust
8459,Fold #8459,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8459.gif,Peach Washi,Gold Dust,Lotus,Grid Score,Bare Facet,Twin Cord,Corner Lift
8460,Fold #8460,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8460.gif,Cream Washi,Kozo Fiber,Frog,Radial Score,Band Wash,Mizuhiki Loop,Still Air
8461,Fold #8461,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8461.gif,Gold Washi,Kozo Fiber,Boat,Valley Fold,Wing Wash,Tassel,Corner Lift
8462,Fold #8462,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8462.gif,Vermilion Washi,Gold Dust,Frog,No Score,Band Wash,No Seal,Still Air
