tokenID,name,description,file_name,attributes[Cloth],attributes[Ember],attributes[Cast],attributes[Hinge],attributes[Cutwork],attributes[Leaf],attributes[Soot]
7123,Shade #7123,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7123.gif,Parchment Screen,Dawn Glow,Clown,No Hinge,Vine Lace,Full Leaf,Spark Rise
7124,Shade #7124,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7124.gif,Parchment Screen,Hearth Glow,Harper,Brass Brad,Vine Lace,Bare Hide,Spark Rise
7125,Shade #7125,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7125.gif,Saffron Screen,Coal Glow,Harper,No Hinge,Dot Lace,Bare Hide,Smoke Ribbon
7126,Shade #7126,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7126.gif,Smoke Screen,Dawn Glow,Sage,Pearl Brad,Diamond Lace,Gold Dust,Smoke Ribbon
7127,Shade #7127,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7127.gif,Brass Screen,Moon Glow,Bride,No Hinge,Vine Lace,Gold Rim,Lamp Haze
7128,Shade #7128,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7128.gif,Rose Screen,Oil Lamp,Knight,Brass Brad,Star Lace,Gold Rim,Soot Motes
7129,Shade #7129,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7129.gif,Ash Screen,Moon Glow,Demon,Brass Brad,Dot Lace,Gold Rim,Smoke Ribbon
7130,Shade #7130,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7130.gif,Indigo Screen,Hearth Glow,Clown,Brass Brad,Diamond Lace,Gold Tips,Clear Air
7131,Shade #7131,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7131.gif,Smoke Screen,Moon Glow,Demon,No Hinge,Solid Hide,Gold Dust,Clear Air
7132,Shade #7132,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7132.gif,Parchment Screen,Forge Glow,Bride,No Hinge,Vine Lace,Full Leaf,Smoke Ribbon
7133,Shade #7133,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7133.gif,Smoke Screen,Hearth Glow,Harper,Iron Brad,Dot Lace,Gold Tips,Clear Air
7134,Shade #7134,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7134.gif,Parchment Screen,Moon Glow,Ogre,Brass Brad,Diamond Lace,Full Leaf,Spark Rise
7135,Shade #7135,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7135.gif,Parchment Screen,Dawn Glow,Knight,Pearl Brad,Star Lace,Gold Rim,Spark Rise
7136,Shade #7136,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7136.gif,Saffron Screen,Oil Lamp,Ogre,No Hinge,Diamond Lace,Gold Tips,Spark Rise
7137,Shade #7137,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7137.gif,Rose Screen,Forge Glow,Clown,No Hinge,Solid Hide,Bare Hide,Spark Rise
7138,Shade #7138,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7138.gif,Saffron Screen,Moon Glow,Bird,No Hinge,Dot Lace,Bare Hide,Clear Air
7139,Shade #7139,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7139.gif,Smoke Screen,Oil Lamp,Sage,Brass Brad,Star Lace,Full Leaf,Spark Rise
7140,Shade #7140,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7140.gif,Indigo Screen,Hearth Glow,Sage,No Hinge,Solid Hide,Bare Hide,Smoke Ribbon
7141,Shade #7141,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7141.gif,Brass Screen,Moon Glow,Bird,Brass Brad,Dot Lace,Full Leaf,Lamp Haze
7142,Shade #7142,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7142.gif,Indigo Screen,Coal Glow,Clown,Pearl Brad,Vine Lace,Gold Dust,Spark Rise
7143,Shade #7143,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7143.gif,Indigo Screen,Moon Glow,Clown,No Hinge,Diamond Lace,Gold Tips,Smoke Ribbon
7144,Shade #7144,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7144.gif,Dusk Screen,Oil Lamp,Sage,No Hinge,Diamond Lace,Gold Rim,Clear Air
7145,Shade #7145,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7145.gif,Dusk Screen,Forge Glow,Clown,Iron Brad,Dot Lace,Gold Rim,Lamp Haze
7146,Shade #7146,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7146.gif,Indigo Screen,Coal Glow,Bride,Iron Brad,Solid Hide,Gold Tips,Lamp Haze
7147,Shade #7147,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7147.gif,Rose Screen,Forge Glow,Clown,Brass Brad,Diamond Lace,Gold Dust,Soot Motes
7148,Shade #7148,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7148.gif,Indigo Screen,Oil Lamp,Ogre,Brass Brad,Diamond Lace,Gold Tips,Smoke Ribbon
7149,Shade #7149,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7149.gif,Saffron Screen,Forge Glow,Ogre,Brass Brad,Solid Hide,Gold Dust,Spark Rise
7150,Shade #7150,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7150.gif,Brass Screen,Moon Glow,Clown,No Hinge,Vine Lace,Bare Hide,Lamp Haze
7151,Shade #7151,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7151.gif,Parchment Screen,Dawn Glow,Harper,Brass Brad,Diamond Lace,Bare Hide,Clear Air
7152,Shade #7152,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7152.gif,Rose Screen,Oil Lamp,Bird,Brass Brad,Vine Lace,Full Leaf,Lamp Haze
7153,Shade #7153,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7153.gif,Rose Screen,Dawn Glow,Bird,Brass Brad,Star Lace,Bare Hide,Spark Rise
7154,Shade #7154,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7154.gif,Smoke Screen,Dawn Glow,Knight,Pearl Brad,Solid Hide,Gold Rim,Soot Motes
7155,Shade #7155,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7155.gif,Dusk Screen,Oil Lamp,Ogre,Rust Brad,Diamond Lace,Full Leaf,Lamp Haze
7156,Shade #7156,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7156.gif,Saffron Screen,Oil Lamp,Clown,Brass Brad,Solid Hide,Bare Hide,Clear Air
7157,Shade #7157,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7157.gif,Smoke Screen,Forge Glow,Ogre,No Hinge,Dot Lace,Full Leaf,Spark Rise
7158,Shade #7158,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7158.gif,Indigo Screen,Dawn Glow,Harper,Pearl Brad,Solid Hide,Gold Dust,Clear Air
7159,Shade #7159,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7159.gif,Smoke Screen,Coal Glow,Clown,Iron Brad,Vine Lace,Gold Dust,Smoke Ribbon
7160,Shade #7160,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7160.gif,Indigo Screen,Coal Glow,Knight,Rust Brad,Solid Hide,Gold Rim,Soot Motes
7161,Shade #7161,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7161.gif,Smoke Screen,Hearth Glow,Clown,Pearl Brad,Star Lace,Gold Dust,Soot Motes
7162,Shade #7162,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7162.gif,Dusk Screen,Moon Glow,Clown,No Hinge,Solid Hide,Gold Rim,Lamp Haze
7163,Shade #7163,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7163.gif,Brass Screen,Forge Glow,Ogre,No Hinge,Dot Lace,Gold Dust,Clear Air
7164,Shade #7164,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7164.gif,Indigo Screen,Moon Glow,Clown,Brass Brad,Dot Lace,Gold Dust,Clear Air
7165,Shade #7165,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7165.gif,Saffron Screen,Coal Glow,Ogre,Pearl Brad,Vine Lace,Bare Hide,Lamp Haze
7166,Shade #7166,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7166.gif,Parchment Screen,Dawn Glow,Ogre,Brass Brad,Diamond Lace,Gold Dust,Spark Rise
7167,Shade #7167,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7167.gif,Smoke Screen,Oil Lamp,Harper,Brass Brad,Diamond Lace,Gold Dust,Spark Rise
7168,Shade #7168,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7168.gif,Parchment Screen,Oil Lamp,Clown,Rust Brad,Vine Lace,Bare Hide,Clear Air
7169,Shade #7169,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7169.gif,Parchment Screen,Forge Glow,Bird,No Hinge,Star Lace,Full Leaf,Soot Motes
7170,Shade #7170,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7170.gif,Saffron Screen,Forge Glow,Ogre,Rust Brad,Star Lace,Gold Dust,Clear Air
7171,Shade #7171,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7171.gif,Ash Screen,Coal Glow,Bird,Rust Brad,Dot Lace,Bare Hide,Lamp Haze
7172,Shade #7172,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7172.gif,Rose Screen,Coal Glow,Knight,No Hinge,Dot Lace,Gold Rim,Lamp Haze
7173,Shade #7173,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7173.gif,Saffron Screen,Oil Lamp,Sage,Pearl Brad,Star Lace,Gold Rim,Smoke Ribbon
7174,Shade #7174,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7174.gif,Brass Screen,Oil Lamp,Bird,Iron Brad,Vine Lace,Gold Dust,Lamp Haze
7175,Shade #7175,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7175.gif,Ash Screen,Hearth Glow,Clown,Rust Brad,Dot Lace,Gold Dust,Clear Air
7176,Shade #7176,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7176.gif,Rose Screen,Coal Glow,Ogre,Rust Brad,Dot Lace,Bare Hide,Smoke Ribbon
7177,Shade #7177,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7177.gif,Rose Screen,Moon Glow,Bride,Rust Brad,Diamond Lace,Full Leaf,Smoke Ribbon
7178,Shade #7178,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7178.gif,Saffron Screen,Oil Lamp,Harper,Rust Brad,Diamond Lace,Gold Dust,Clear Air
7179,Shade #7179,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7179.gif,Indigo Screen,Moon Glow,Ogre,Rust Brad,Vine Lace,Gold Dust,Soot Motes
7180,Shade #7180,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7180.gif,Parchment Screen,Hearth Glow,Sage,Iron Brad,Solid Hide,Gold Tips,Soot Motes
7181,Shade #7181,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7181.gif,Ash Screen,Coal Glow,Demon,Pearl Brad,Diamond Lace,Gold Tips,Clear Air
7182,Shade #7182,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7182.gif,Parchment Screen,Hearth Glow,Bride,Pearl Brad,Solid Hide,Gold Tips,Lamp Haze
7183,Shade #7183,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7183.gif,Smoke Screen,Moon Glow,Harper,Brass Brad,Solid Hide,Gold Tips,Soot Motes
7184,Shade #7184,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7184.gif,Dusk Screen,Moon Glow,Bride,No Hinge,Vine Lace,Gold Rim,Spark Rise
7185,Shade #7185,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7185.gif,Saffron Screen,Dawn Glow,Harper,Brass Brad,Star Lace,Gold Dust,Smoke Ribbon
7186,Shade #7186,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7186.gif,Saffron Screen,Forge Glow,Bird,Pearl Brad,Dot Lace,Full Leaf,Smoke Ribbon
7187,Shade #7187,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7187.gif,Parchment Screen,Forge Glow,Bride,Brass Brad,Solid Hide,Gold Rim,Clear Air
7188,Shade #7188,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7188.gif,Brass Screen,Hearth Glow,Knight,No Hinge,Solid Hide,Bare Hide,Spark Rise
7189,Shade #7189,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7189.gif,Smoke Screen,Dawn Glow,Knight,Brass Brad,Solid Hide,Bare Hide,Lamp Haze
7190,Shade #7190,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7190.gif,Brass Screen,Forge Glow,Knight,Pearl Brad,Solid Hide,Full Leaf,Spark Rise
7191,Shade #7191,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7191.gif,Rose Screen,Forge Glow,Bride,Rust Brad,Diamond Lace,Bare Hide,Spark Rise
7192,Shade #7192,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7192.gif,Parchment Screen,Oil Lamp,Harper,Iron Brad,Solid Hide,Bare Hide,Smoke Ribbon
7193,Shade #7193,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7193.gif,Saffron Screen,Forge Glow,Bride,Brass Brad,Dot Lace,Gold Dust,Spark Rise
7194,Shade #7194,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7194.gif,Parchment Screen,Forge Glow,Demon,Pearl Brad,Dot Lace,Bare Hide,Lamp Haze
7195,Shade #7195,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7195.gif,Ash Screen,Dawn Glow,Knight,Brass Brad,Solid Hide,Bare Hide,Smoke Ribbon
7196,Shade #7196,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7196.gif,Smoke Screen,Moon Glow,Knight,Rust Brad,Solid Hide,Gold Rim,Lamp Haze
7197,Shade #7197,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7197.gif,Saffron Screen,Oil Lamp,Ogre,Rust Brad,Dot Lace,Gold Tips,Spark Rise
7198,Shade #7198,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7198.gif,Ash Screen,Forge Glow,Sage,Iron Brad,Dot Lace,Full Leaf,Smoke Ribbon
7199,Shade #7199,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7199.gif,Saffron Screen,Oil Lamp,Ogre,Iron Brad,Diamond Lace,Gold Tips,Clear Air
7200,Shade #7200,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7200.gif,Smoke Screen,Dawn Glow,Demon,No Hinge,Solid Hide,Bare Hide,Soot Motes
7201,Shade #7201,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7201.gif,Ash Screen,Forge Glow,Clown,Rust Brad,Diamond Lace,Gold Rim,Soot Motes
7202,Shade #7202,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7202.gif,Saffron Screen,Hearth Glow,Clown,No Hinge,Vine Lace,Bare Hide,Clear Air
7203,Shade #7203,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7203.gif,Saffron Screen,Hearth Glow,Sage,Brass Brad,Star Lace,Gold Rim,Soot Motes
7204,Shade #7204,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7204.gif,Saffron Screen,Oil Lamp,Knight,Brass Brad,Vine Lace,Gold Rim,Smoke Ribbon
7205,Shade #7205,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7205.gif,Rose Screen,Forge Glow,Bride,Brass Brad,Solid Hide,Full Leaf,Clear Air
7206,Shade #7206,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7206.gif,Rose Screen,Hearth Glow,Bird,Pearl Brad,Vine Lace,Gold Dust,Spark Rise
7207,Shade #7207,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7207.gif,Saffron Screen,Moon Glow,Clown,Rust Brad,Dot Lace,Gold Dust,Spark Rise
7208,Shade #7208,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7208.gif,Saffron Screen,Coal Glow,Bride,Iron Brad,Solid Hide,Full Leaf,Spark Rise
7209,Shade #7209,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7209.gif,Ash Screen,Forge Glow,Demon,Brass Brad,Star Lace,Full Leaf,Spark Rise
7210,Shade #7210,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7210.gif,Saffron Screen,Coal Glow,Sage,No Hinge,Star Lace,Full Leaf,Soot Motes
7211,Shade #7211,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7211.gif,Smoke Screen,Hearth Glow,Clown,No Hinge,Solid Hide,Gold Dust,Spark Rise
7212,Shade #7212,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7212.gif,Parchment Screen,Forge Glow,Bird,Rust Brad,Dot Lace,Gold Dust,Lamp Haze
7213,Shade #7213,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7213.gif,Saffron Screen,Hearth Glow,Sage,Iron Brad,Solid Hide,Full Leaf,Clear Air
7214,Shade #7214,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7214.gif,Brass Screen,Dawn Glow,Bird,Iron Brad,Vine Lace,Gold Dust,Smoke Ribbon
7215,Shade #7215,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7215.gif,Indigo Screen,Oil Lamp,Clown,Pearl Brad,Star Lace,Gold Rim,Clear Air
7216,Shade #7216,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7216.gif,Parchment Screen,Coal Glow,Bird,Brass Brad,Dot Lace,Bare Hide,Soot Motes
7217,Shade #7217,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7217.gif,Ash Screen,Dawn Glow,Ogre,No Hinge,Solid Hide,Gold Tips,Spark Rise
7218,Shade #7218,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7218.gif,Brass Screen,Hearth Glow,Bird,Pearl Brad,Dot Lace,Gold Rim,Smoke Ribbon
7219,Shade #7219,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7219.gif,Saffron Screen,Oil Lamp,Clown,Rust Brad,Solid Hide,Gold Rim,Smoke Ribbon
