tokenID,name,description,file_name,attributes[Yard],attributes[Glow],attributes[Pelt],attributes[Mug],attributes[Hat],attributes[Gear]
5601,Santa Paw #5601,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5601.gif,Snowy Night,Snow Glitter,White Fluff,Wink,Holly Crown,Sweater
5602,Santa Paw #5602,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5602.gif,Cozy Hearth,Soft Halo,Cocoa,Sleepy,Pom Beanie,Cocoa
5603,Santa Paw #5603,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5603.gif,Candy Cane,Sparkle,White Fluff,Cheerful,Santa Hat,Cocoa
5604,Santa Paw #5604,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5604.gif,Aurora,No glow,Tuxedo,Cheerful,Elf Cap,Mistletoe
5605,Santa Paw #5605,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5605.gif,Aurora,Snow Glitter,Gray Tabby,Tongue Out,Pom Beanie,Present
5606,Santa Paw #5606,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5606.gif,Snowy Night,Sparkle,Gray Tabby,Heart Eyes,Santa Hat,None
5607,Santa Paw #5607,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5607.gif,Gift Wrap,Soft Halo,Gray Tabby,Blush,Santa Hat,Bells
5608,Santa Paw #5608,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5608.gif,Cookie Kitchen,Sparkle,Tuxedo,Tongue Out,Pom Beanie,Stocking
5609,Santa Paw #5609,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5609.gif,Aurora,No glow,Cocoa,Cheerful,None,Sweater
5610,Santa Paw #5610,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5610.gif,Gift Wrap,No glow,White Fluff,Tongue Out,None,Cocoa
5611,Santa Paw #5611,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5611.gif,Gift Wrap,No glow,White Fluff,Sleepy,Antlers,Sweater
5612,Santa Paw #5612,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5612.gif,Cozy Hearth,Soft Halo,Gray Tabby,Surprised,None,Bells
5613,Santa Paw #5613,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5613.gif,Snowy Night,No glow,Charcoal,Wink,Holly Crown,Cocoa
5614,Santa Paw #5614,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5614.gif,Candy Cane,Sparkle,Charcoal,Wink,Elf Cap,Present
5615,Santa Paw #5615,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5615.gif,Candy Cane,Soft Halo,Gray Tabby,Heart Eyes,Holly Crown,Bells
5616,Santa Paw #5616,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5616.gif,Snowy Night,Sparkle,Charcoal,Surprised,Pom Beanie,None
5617,Santa Paw #5617,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5617.gif,Aurora,No glow,Ginger,Blush,Elf Cap,Mistletoe
5618,Santa Paw #5618,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5618.gif,Snowy Night,Soft Halo,Ginger,Cheerful,Pom Beanie,Cocoa
5619,Santa Paw #5619,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5619.gif,Cookie Kitchen,Soft Halo,Tuxedo,Blush,Pom Beanie,Stocking
5620,Santa Paw #5620,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5620.gif,Snowy Night,Ember,Ginger,Cheerful,Pom Beanie,Present
5621,Santa Paw #5621,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5621.gif,Aurora,No glow,White Fluff,Heart Eyes,Holly Crown,Present
5622,Santa Paw #5622,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5622.gif,Cozy Hearth,No glow,Gray Tabby,Heart Eyes,Holly Crown,Stocking
5623,Santa Paw #5623,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5623.gif,Candy Cane,No glow,Gray Tabby,Heart Eyes,Antlers,Sweater
5624,Santa Paw #5624,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5624.gif,Cookie Kitchen,Soft Halo,White Fluff,Cheerful,None,Sweater
5625,Santa Paw #5625,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5625.gif,Snowy Night,Ember,Ginger,Wink,Santa Hat,None
5626,Santa Paw #5626,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5626.gif,Candy Cane,Snow Glitter,White Fluff,Blush,Santa Hat,Sweater
5627,Santa Paw #5627,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5627.gif,Cozy Hearth,No glow,Gray Tabby,Surprised,Santa Hat,Stocking
5628,Santa Paw #5628,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5628.gif,Snowy Night,Snow Glitter,Ginger,Tongue Out,None,Bells
5629,Santa Paw #5629,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5629.gif,Cozy Hearth,Snow Glitter,Charcoal,Tongue Out,Pom Beanie,Bells
5630,Santa Paw #5630,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5630.gif,Cookie Kitchen,Snow Glitter,Ginger,Cheerful,Pom Beanie,Stocking
5631,Santa Paw #5631,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5631.gif,Aurora,Snow Glitter,White Fluff,Cheerful,Santa Hat,Stocking
5632,Santa Paw #5632,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5632.gif,Cozy Hearth,Sparkle,Charcoal,Sleepy,None,None
5633,Santa Paw #5633,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5633.gif,Aurora,Ember,White Fluff,Cheerful,Holly Crown,Sweater
5634,Santa Paw #5634,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5634.gif,Cozy Hearth,No glow,White Fluff,Cheerful,Antlers,Cocoa
5635,Santa Paw #5635,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5635.gif,Cookie Kitchen,Sparkle,Cocoa,Surprised,Santa Hat,None
5636,Santa Paw #5636,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5636.gif,Cozy Hearth,Snow Glitter,White Fluff,Blush,Holly Crown,Sweater
5637,Santa Paw #5637,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5637.gif,Candy Cane,Sparkle,Ginger,Blush,None,Cocoa
5638,Santa Paw #5638,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5638.gif,Cookie Kitchen,Ember,Charcoal,Cheerful,None,None
5639,Santa Paw #5639,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5639.gif,Snowy Night,Sparkle,Tuxedo,Heart Eyes,None,Bells
5640,Santa Paw #5640,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5640.gif,Cookie Kitchen,Soft Halo,Gray Tabby,Sleepy,Santa Hat,Sweater
5641,Santa Paw #5641,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5641.gif,Candy Cane,Sparkle,Charcoal,Tongue Out,Pom Beanie,None
5642,Santa Paw #5642,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5642.gif,Aurora,No glow,Calico,Blush,Pom Beanie,None
5643,Santa Paw #5643,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5643.gif,Snowy Night,Snow Glitter,White Fluff,Blush,Holly Crown,Present
5644,Santa Paw #5644,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5644.gif,Gift Wrap,No glow,Ginger,Sleepy,Holly Crown,None
5645,Santa Paw #5645,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5645.gif,Aurora,Ember,Ginger,Heart Eyes,Elf Cap,Cocoa
5646,Santa Paw #5646,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5646.gif,Cookie Kitchen,Ember,Charcoal,Tongue Out,Elf Cap,Bells
5647,Santa Paw #5647,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5647.gif,Cozy Hearth,Ember,Gray Tabby,Tongue Out,Elf Cap,Cocoa
5648,Santa Paw #5648,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5648.gif,Candy Cane,Soft Halo,Cocoa,Tongue Out,Elf Cap,Cocoa
5649,Santa Paw #5649,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5649.gif,Cookie Kitchen,Soft Halo,Tuxedo,Blush,Elf Cap,Sweater
5650,Santa Paw #5650,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5650.gif,Snowy Night,No glow,Tuxedo,Blush,Santa Hat,Scarf
5651,Santa Paw #5651,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5651.gif,Gift Wrap,No glow,Cocoa,Surprised,None,Scarf
5652,Santa Paw #5652,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5652.gif,Candy Cane,No glow,White Fluff,Wink,Elf Cap,Cocoa
5653,Santa Paw #5653,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5653.gif,Candy Cane,Sparkle,Cocoa,Wink,Santa Hat,Sweater
5654,Santa Paw #5654,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5654.gif,Snowy Night,Snow Glitter,White Fluff,Sleepy,Antlers,None
5655,Santa Paw #5655,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5655.gif,Aurora,Sparkle,Charcoal,Sleepy,None,Stocking
5656,Santa Paw #5656,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5656.gif,Cozy Hearth,No glow,White Fluff,Cheerful,Holly Crown,Present
5657,Santa Paw #5657,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5657.gif,Snowy Night,No glow,Cocoa,Tongue Out,Pom Beanie,Cocoa
5658,Santa Paw #5658,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5658.gif,Cozy Hearth,Soft Halo,White Fluff,Heart Eyes,None,Cocoa
5659,Santa Paw #5659,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5659.gif,Gift Wrap,Snow Glitter,White Fluff,Wink,Pom Beanie,Cocoa
5660,Santa Paw #5660,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5660.gif,Candy Cane,No glow,White Fluff,Tongue Out,Holly Crown,Stocking
5661,Santa Paw #5661,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5661.gif,Aurora,Snow Glitter,Charcoal,Wink,Elf Cap,Scarf
5662,Santa Paw #5662,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5662.gif,Cookie Kitchen,Ember,Calico,Cheerful,None,Mistletoe
5663,Santa Paw #5663,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5663.gif,Candy Cane,Sparkle,White Fluff,Blush,Elf Cap,Stocking
5664,Santa Paw #5664,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5664.gif,Cookie Kitchen,No glow,Gray Tabby,Blush,None,Scarf
5665,Santa Paw #5665,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5665.gif,Candy Cane,Ember,Charcoal,Sleepy,None,None
5666,Santa Paw #5666,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5666.gif,Cozy Hearth,No glow,Calico,Sleepy,Pom Beanie,None
5667,Santa Paw #5667,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5667.gif,Cookie Kitchen,No glow,Cocoa,Heart Eyes,None,Bells
5668,Santa Paw #5668,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5668.gif,Cozy Hearth,Soft Halo,Charcoal,Heart Eyes,None,Present
5669,Santa Paw #5669,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5669.gif,Snowy Night,Ember,Tuxedo,Cheerful,Elf Cap,Mistletoe
5670,Santa Paw #5670,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5670.gif,Gift Wrap,Snow Glitter,Charcoal,Tongue Out,Antlers,None
5671,Santa Paw #5671,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5671.gif,Snowy Night,Sparkle,Charcoal,Blush,Santa Hat,None
5672,Santa Paw #5672,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5672.gif,Gift Wrap,Sparkle,Gray Tabby,Sleepy,Elf Cap,None
5673,Santa Paw #5673,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5673.gif,Cozy Hearth,Soft Halo,Tuxedo,Sleepy,Antlers,Bells
5674,Santa Paw #5674,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5674.gif,Cozy Hearth,Soft Halo,White Fluff,Cheerful,Pom Beanie,Present
5675,Santa Paw #5675,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5675.gif,Aurora,Soft Halo,Gray Tabby,Wink,Antlers,Bells
5676,Santa Paw #5676,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5676.gif,Candy Cane,No glow,Gray Tabby,Wink,Santa Hat,Bells
5677,Santa Paw #5677,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5677.gif,Cookie Kitchen,Snow Glitter,Ginger,Sleepy,None,Sweater
5678,Santa Paw #5678,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5678.gif,Candy Cane,Sparkle,Calico,Blush,None,Present
5679,Santa Paw #5679,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5679.gif,Gift Wrap,Soft Halo,White Fluff,Surprised,Antlers,Stocking
5680,Santa Paw #5680,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5680.gif,Gift Wrap,Sparkle,Calico,Cheerful,Antlers,Present
5681,Santa Paw #5681,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5681.gif,Cookie Kitchen,Snow Glitter,White Fluff,Cheerful,Pom Beanie,Present
5682,Santa Paw #5682,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5682.gif,Snowy Night,Snow Glitter,Ginger,Blush,None,Sweater
5683,Santa Paw #5683,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5683.gif,Aurora,Snow Glitter,Cocoa,Tongue Out,Elf Cap,Scarf
5684,Santa Paw #5684,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5684.gif,Gift Wrap,Sparkle,Ginger,Wink,Elf Cap,None
5685,Santa Paw #5685,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5685.gif,Snowy Night,No glow,Calico,Tongue Out,Holly Crown,Cocoa
5686,Santa Paw #5686,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5686.gif,Cozy Hearth,Soft Halo,Gray Tabby,Surprised,Holly Crown,Stocking
5687,Santa Paw #5687,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5687.gif,Gift Wrap,Ember,Ginger,Heart Eyes,Holly Crown,Present
5688,Santa Paw #5688,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5688.gif,Snowy Night,Snow Glitter,White Fluff,Wink,Santa Hat,Stocking
5689,Santa Paw #5689,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5689.gif,Snowy Night,Snow Glitter,Ginger,Sleepy,Holly Crown,Scarf
5690,Santa Paw #5690,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5690.gif,Cookie Kitchen,Snow Glitter,Cocoa,Tongue Out,Antlers,Bells
5691,Santa Paw #5691,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5691.gif,Candy Cane,Soft Halo,White Fluff,Wink,None,Bells
5692,Santa Paw #5692,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5692.gif,Cozy Hearth,No glow,Gray Tabby,Heart Eyes,Holly Crown,Sweater
5693,Santa Paw #5693,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5693.gif,Snowy Night,Sparkle,White Fluff,Sleepy,Pom Beanie,Cocoa
5694,Santa Paw #5694,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5694.gif,Snowy Night,Snow Glitter,White Fluff,Cheerful,Pom Beanie,Scarf
5695,Santa Paw #5695,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5695.gif,Candy Cane,Soft Halo,White Fluff,Cheerful,Santa Hat,Scarf
5696,Santa Paw #5696,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5696.gif,Candy Cane,Ember,Gray Tabby,Cheerful,Pom Beanie,None
5697,Santa Paw #5697,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5697.gif,Gift Wrap,Soft Halo,Calico,Wink,Elf Cap,None
5698,Santa Paw #5698,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5698.gif,Candy Cane,Ember,Gray Tabby,Cheerful,Holly Crown,Present
5699,Santa Paw #5699,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5699.gif,Snowy Night,Ember,Cocoa,Tongue Out,Elf Cap,Mistletoe
5700,Santa Paw #5700,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5700.gif,Candy Cane,No glow,Cocoa,Tongue Out,Santa Hat,Scarf
5701,Santa Paw #5701,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5701.gif,Cozy Hearth,Ember,Tuxedo,Tongue Out,Santa Hat,Stocking
5702,Santa Paw #5702,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5702.gif,Gift Wrap,No glow,Ginger,Sleepy,Elf Cap,Present
5703,Santa Paw #5703,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5703.gif,Snowy Night,No glow,Cocoa,Wink,None,Sweater
5704,Santa Paw #5704,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5704.gif,Snowy Night,No glow,Ginger,Wink,Antlers,None
5705,Santa Paw #5705,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5705.gif,Snowy Night,No glow,White Fluff,Heart Eyes,Santa Hat,Scarf
5706,Santa Paw #5706,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5706.gif,Candy Cane,Ember,Gray Tabby,Wink,None,Sweater
5707,Santa Paw #5707,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5707.gif,Candy Cane,Snow Glitter,Tuxedo,Blush,Santa Hat,Bells
5708,Santa Paw #5708,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5708.gif,Cozy Hearth,Ember,Gray Tabby,Cheerful,Holly Crown,Scarf
5709,Santa Paw #5709,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5709.gif,Aurora,Sparkle,Tuxedo,Blush,Holly Crown,Cocoa
5710,Santa Paw #5710,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5710.gif,Candy Cane,Sparkle,Cocoa,Cheerful,Pom Beanie,Present
5711,Santa Paw #5711,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5711.gif,Gift Wrap,No glow,Cocoa,Wink,None,Sweater
5712,Santa Paw #5712,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5712.gif,Candy Cane,Sparkle,Ginger,Surprised,Holly Crown,Scarf
5713,Santa Paw #5713,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5713.gif,Candy Cane,No glow,Gray Tabby,Cheerful,Santa Hat,Present
5714,Santa Paw #5714,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5714.gif,Candy Cane,No glow,Ginger,Sleepy,Antlers,Bells
5715,Santa Paw #5715,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5715.gif,Snowy Night,No glow,Tuxedo,Cheerful,Holly Crown,Scarf
5716,Santa Paw #5716,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5716.gif,Gift Wrap,Snow Glitter,Charcoal,Cheerful,Holly Crown,Present
5717,Santa Paw #5717,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5717.gif,Cookie Kitchen,No glow,Ginger,Wink,Antlers,Stocking
5718,Santa Paw #5718,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5718.gif,Cozy Hearth,Snow Glitter,White Fluff,Sleepy,Santa Hat,Stocking
5719,Santa Paw #5719,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5719.gif,Cozy Hearth,Soft Halo,Tuxedo,Tongue Out,Holly Crown,Scarf
5720,Santa Paw #5720,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5720.gif,Snowy Night,Snow Glitter,Gray Tabby,Cheerful,Santa Hat,None
5721,Santa Paw #5721,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5721.gif,Candy Cane,No glow,White Fluff,Surprised,Santa Hat,Cocoa
5722,Santa Paw #5722,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5722.gif,Gift Wrap,Sparkle,Gray Tabby,Wink,Pom Beanie,Scarf
5723,Santa Paw #5723,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5723.gif,Snowy Night,No glow,Charcoal,Cheerful,None,Bells
5724,Santa Paw #5724,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5724.gif,Cookie Kitchen,No glow,Cocoa,Blush,Pom Beanie,Cocoa
