tokenID,name,description,file_name,attributes[Atmosphere],attributes[Complexion],attributes[Tailoring],attributes[Coiffure],attributes[Visage],attributes[Cadence],attributes[Adornment],attributes[Signal]
4725,Street Heir #4725,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4725.png,Amber Blocks,Copper / High Cheek,Ribbed Turtleneck,High Puff,Clear Frames,Calm,Gold Hoops,Pixel Flare
4726,Street Heir #4726,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4726.png,Acid Window,Copper / High Cheek,Workwear Blue,High Puff,Clear Frames,Calm,Studio Cans,Halftone Veil
4727,Street Heir #4727,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4727.png,Acid Window,Golden Brown / Tapered,Varsity Archive,Durag Tails,Amber Shades,Berry Gloss,Gold Hoops,Type Bars
4728,Street Heir #4728,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4728.png,Midnight Grid,Warm Beige / Heart,Ribbed Turtleneck,Loc Crown,Steady,Half Smile,Pearl Line,Corner Stamps
4729,Street Heir #4729,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4729.png,Cobalt Sun,Sienna / Soft Jaw,Longline Coat,Temple Fade,Steady,Fine Mustache,Studio Cans,Orbit Lines
4730,Street Heir #4730,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4730.png,Paper Blue,Copper / High Cheek,Heavy Hoodie,Sculpted Twists,Soft Blink,Silver Tooth,Silver Studs,Corner Stamps
4731,Street Heir #4731,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4731.png,Acid Window,Copper / High Cheek,Workwear Blue,Wave Crop,Joy Lines,Gap Grin,Curb Chain,Corner Stamps
4732,Street Heir #4732,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4732.png,Acid Window,Golden Brown / Tapered,Longline Coat,Loc Crown,Steady,Half Smile,Nose Ring,Pixel Flare
4733,Street Heir #4733,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4733.png,Midnight Grid,Cool Porcelain / Long,Quilted Vest,Sculpted Twists,Joy Lines,Fine Mustache,Silver Studs,Offset Halo
4734,Street Heir #4734,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4734.png,Cobalt Sun,Cool Porcelain / Long,Football Knit,Sculpted Twists,Steady,Half Smile,Ear Cuff,Pixel Flare
4735,Street Heir #4735,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4735.png,Midnight Grid,Golden Brown / Tapered,Patched Denim,High Puff,Side Eye,Berry Gloss,Studio Cans,Type Bars
4736,Street Heir #4736,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4736.png,Midnight Grid,Golden Brown / Tapered,Football Knit,Temple Fade,Steady,Calm,Curb Chain,Corner Stamps
4737,Street Heir #4737,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4737.png,Crimson Check,Sienna / Soft Jaw,Quilted Vest,Box Braids,Star Liner,Berry Gloss,Studio Cans,Orbit Lines
4738,Street Heir #4738,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4738.png,Acid Window,Mahogany / Broad,Heavy Hoodie,Box Braids,Joy Lines,Silver Tooth,Studio Cans,Type Bars
4739,Street Heir #4739,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4739.png,Midnight Grid,Warm Beige / Heart,Football Knit,Sculpted Twists,Soft Blink,Short Beard,Studio Cans,Halftone Veil
4740,Street Heir #4740,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4740.png,Paper Blue,Sienna / Soft Jaw,Track Panel,Wave Crop,Soft Blink,Gap Grin,Studio Cans,Double Exposure
4741,Street Heir #4741,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4741.png,Paper Blue,Cool Porcelain / Long,Longline Coat,Loc Crown,Clear Frames,Fine Mustache,Nose Ring,Prism Slice
4742,Street Heir #4742,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4742.png,Acid Window,Sienna / Soft Jaw,Signal Bomber,Wave Crop,Steady,Fine Mustache,Curb Chain,Orbit Lines
4743,Street Heir #4743,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4743.png,Crimson Check,Deep Umber / Angular,Track Panel,Temple Fade,Soft Blink,Gap Grin,Studio Cans,Orbit Lines
4744,Street Heir #4744,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4744.png,Jade Arc,Golden Brown / Tapered,Patched Denim,Loc Crown,Soft Blink,Short Beard,Curb Chain,Orbit Lines
4745,Street Heir #4745,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4745.png,Midnight Grid,Deep Umber / Angular,Patched Denim,Loc Crown,Steady,Fine Mustache,Pearl Line,Halftone Veil
4746,Street Heir #4746,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4746.png,Paper Blue,Deep Umber / Angular,Football Knit,Wave Crop,Joy Lines,Calm,Ear Cuff,Crop Code
4747,Street Heir #4747,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4747.png,Crimson Check,Sienna / Soft Jaw,Quilted Vest,Loc Crown,Steady,Silver Tooth,Nose Ring,Offset Halo
4748,Street Heir #4748,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4748.png,Cobalt Sun,Warm Beige / Heart,Track Panel,Sculpted Twists,Future Visor,Chin Stripe,Nose Ring,Pixel Flare
4749,Street Heir #4749,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4749.png,Violet Broadcast,Copper / High Cheek,Patched Denim,High Puff,Steady,Calm,Safety Pin,Pixel Flare
4750,Street Heir #4750,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4750.png,Paper Blue,Cool Porcelain / Long,Quilted Vest,High Puff,Soft Blink,Fine Mustache,Gold Hoops,Corner Stamps
4751,Street Heir #4751,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4751.png,Cobalt Sun,Warm Beige / Heart,Workwear Blue,Wave Crop,Joy Lines,Half Smile,Pearl Line,Orbit Lines
4752,Street Heir #4752,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4752.png,Paper Blue,Cool Porcelain / Long,Heavy Hoodie,Buzz Design,Soft Blink,Half Smile,Nose Ring,Orbit Lines
4753,Street Heir #4753,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4753.png,Amber Blocks,Sienna / Soft Jaw,Longline Coat,Wave Crop,Amber Shades,Silver Tooth,Silver Studs,Prism Slice
4754,Street Heir #4754,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4754.png,Violet Broadcast,Copper / High Cheek,Football Knit,Bandana Curls,Side Eye,Gap Grin,Studio Cans,Sound Wave
4755,Street Heir #4755,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4755.png,Cobalt Sun,Cool Porcelain / Long,Patched Denim,Box Braids,Star Liner,Half Smile,Silver Studs,Orbit Lines
4756,Street Heir #4756,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4756.png,Crimson Check,Olive / Square,Football Knit,Loc Crown,Amber Shades,Silver Tooth,Nose Ring,Pixel Flare
4757,Street Heir #4757,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4757.png,Midnight Grid,Olive / Square,Signal Bomber,High Puff,Steady,Gap Grin,Gold Hoops,Pixel Flare
4758,Street Heir #4758,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4758.png,Jade Arc,Copper / High Cheek,Ribbed Turtleneck,Buzz Design,Steady,Half Smile,Nose Ring,Crop Code
4759,Street Heir #4759,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4759.png,Cobalt Sun,Warm Beige / Heart,Varsity Archive,Durag Tails,Side Eye,Half Smile,Curb Chain,Halftone Veil
4760,Street Heir #4760,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4760.png,Amber Blocks,Copper / High Cheek,Football Knit,Box Braids,Soft Blink,Silver Tooth,Pearl Line,Orbit Lines
4761,Street Heir #4761,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4761.png,Cobalt Sun,Cool Porcelain / Long,Track Panel,Buzz Design,Soft Blink,Silver Tooth,Studio Cans,Offset Halo
4762,Street Heir #4762,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4762.png,Cobalt Sun,Deep Umber / Angular,Varsity Archive,Temple Fade,Clear Frames,Fine Mustache,Pearl Line,Double Exposure
4763,Street Heir #4763,"Street Heirs celebrates personal style, neighborhood craft, and the graphic language of the city. Authentic hair, tailoring, jewelry, and expression meet restrained broadcast signals in 5,555 clean-cartoon portraits on Robinhood Chain.",4763.png,Amber Blocks,Sienna / Soft Jaw,Football Knit,Sculpted Twists,Joy Lines,Calm,Studio Cans,Crop Code
